abstract,vol_title,date,url,n
"The paper investigates new opportunities for innovation and linkages associated to mining activities in Brazil, Chile and Peru. Three types of opportunities were researched: demand side, supply side and local specificities. The last source of opportunities is key for natural resource related activities. The evidence shows that an increasing demand is introducing important incentives for innovation and local suppliers. Nevertheless, a hierarchical value chain, dominated by few large firms, and poor linkages is blocking the diffusion of innovations and hindering suppliers’ development. The emergence of a group of highly innovative suppliers, which were identified in the three countries, is explained mostly by new technological and knowledge opportunities, which are not exploited by large incumbents and open spaces for new entrants. Local specificities are also key in the explanation of local suppliers. It remains a challenge however, how these, most of which were created to satisfy local needs, will move from local to global.","Volume 58, Pages 1-314 (October 2018)",October 2018,https://www.sciencedirect.com/journal/resources-policy/vol/58/suppl/C,1
"Received theory of production is not very useful if we try to understand what the ‘sources’ of growth are when we deal with natural resource-based sectors of economic activity. In these industries, a complex set of interactions and co-evolution prevails between firms producing the commodity and leading the value chain, subcontractors supplying them with machinery, equipment, services and process engineering knowhow, public sector agencies monitoring their environmental impact and local communities engaged in the exploitation of the resource. These agents interact on a daily basis giving rise to a complex set of ‘sector specific’ rules of governance which vary from country to country and from sector to sector.In this paper we look at the mining industry, that has experienced a very rapid process of change due to the dramatic expansion of demand from China, India and other economies, and to major changes in the international knowledge frontier in many different scientific and technological disciplines (e.g. geology, biotechnologies, digital and computer sciences, health sciences and engineering). These developments have induced dramatic changes in the industry and most notably in the patterns of interaction among the various agents mentioned above. A similar process of sector-specific dynamic interdependencies seems to prevail in other natural resource based sectors, such as aquaculture, forestry products and others. In this paper we present a model of these interactions and sketch out an analytical view as to how production organization takes place in the mining sector, and how these location-specific forces induce change in the industry over time. Our way of looking at these issues has strong policy implications which we briefly examine in the final pages of the paper.","Volume 58, Pages 1-314 (October 2018)",October 2018,https://www.sciencedirect.com/journal/resources-policy/vol/58/suppl/C,1
"This study examines how small and medium enterprises (SMEs) that are knowledge-intensive service firms (hereafter “knowledge-intensive service SMEs”) accumulate innovative technological capabilities through learning linkages with large mining companies and other industry stakeholders in the Brazilian mining industry. Drawing on detailed, long-term, qualitative micro-level evidence gathered from extensive fieldwork, we use frameworks that identify the levels of innovative capabilities and the underlying learning linkages to examine three types of innovative capability-building paths pursued by knowledge-intensive service SMEs: (i) building innovative capability from basic up to world-leading levels, followed by diversification into novel technological activities; (ii) world-leading capability building since firm's inception’ (being born innovative), following a sustenance of such capabilities, with a potential for diversification; and (iii) the movement of building basic to intermediate innovative capabilities with a potential to accumulate further capability levels and expand the firms’ customer base. Such innovative capability-building processes are more a result of individual entrepreneur impetuses than that of deliberate corporate or government policies. Decision-makers could utilise these experiences as inputs to design policies to fill this void and facilitate the spread of knowledge-based linkages and innovative activities in the Brazilian mining industry. Otherwise, a persistent absence of such policies could lead to a rapid reinforcement of the development of enclave features in this industry.","Volume 58, Pages 1-314 (October 2018)",October 2018,https://www.sciencedirect.com/journal/resources-policy/vol/58/suppl/C,1
"Recent changes in the mining industry have opened new opportunities for technological upgrading by local suppliers in developing countries. This paper explores the factors that foster or hinder innovation in such a context. We employ a case study methodology to analyze a sample of Peruvian mining contractors that integrated into knowledge-intensive stages of the value chain in recent years. Our main findings reveal that technological efforts are largely driven by the mining companies’ demands, which favor incumbent over emergent suppliers due to their experience in the local market. In order to integrate into the more knowledge-intensive stages of the value chain, we identified that these firms followed two strategies: (i) identification of local-specific market niches where foreign competition is scarce, and (ii) partnerships with global suppliers and specialization in high-quality and customized complementary services. Still, all the suppliers in the sample are very new in technologically complex activities, and their innovations remain limited from a global perspective. Our findings suggest that this is partly due to a weak institutional setting, scarce support from external organizations, and limited coordination channels in the sector.","Volume 58, Pages 1-314 (October 2018)",October 2018,https://www.sciencedirect.com/journal/resources-policy/vol/58/suppl/C,1
"The World Class Supplier Program, Programa de Proveedores de Clase Mundial, is a recent private sector initiative to strengthen innovation and collaboration between large firms and suppliers in the mining sector in Chile. The goal of the program is to develop innovations in domestic suppliers to provide technological solutions to specific problems detected by large firms and to sell them at a larger scale in international markets. This paper analyzes the evolution of this unique program and its prospects for the future. The program seems highly innovative and relevant as a tool for the development of suppliers but limited in size as to produce a substantial impact in the economy. Despite being successful in achieving its goals of creating technological solutions to large firms, the scaling up and internationalization effects of the program seem small. This is a result of the incentives facing large firms and providers. That is, while it is in the interest of large firms to collaborate with providers to develop solutions for their operations, they did not seem to have incentives to collaborate in the scaling-up and internationalization of providers.","Volume 58, Pages 1-314 (October 2018)",October 2018,https://www.sciencedirect.com/journal/resources-policy/vol/58/suppl/C,1
"This paper explores the opportunities for innovation and diversification that can be opened in association to mining activities in developing countries. In particular, the paper focuses on Knowledge Intensive Mining Suppliers (KIMS) in Chile. Using case study methodology, results show that Chilean KIMS firms entered dynamic segments of the Chilean copper value chain either by customizing products and services to local productive specific conditions or by utilizing new technologies as a platform to develop unique solutions to unresolved mining problems. In the former case, Chilean KIMS are small to large firms with a family origin which entered consolidated markets dominated by large international supplies, whereas in the latter one these suppliers are small young firms which were created as scientific or corporate spin-offs that opened new market niches. Linkages with leading mining firms that governed the mining value chain have been crucial for Chilean KIMS to learn about industry needs. However, there is no evidence that indicates that these linkages have been significant in helping local suppliers to construe their technological and innovative capabilities. Instead, Chilean KIMS innovated in isolation and only occasionally received technological assistance from extra-industry organizations. Experimentation in mine sites is the most important bottleneck for Chilean KIMS´ innovation strategy. Governments seeking to support the expansion of KIMS need a good understanding of these companies’ innovation trajectory, competitive environment, threats, risks and opportunities.","Volume 58, Pages 1-314 (October 2018)",October 2018,https://www.sciencedirect.com/journal/resources-policy/vol/58/suppl/C,1
"The extraction of non-renewable resources is broadly viewed as an unsustainable activity. After 60+ years of examining the role of non-renewable resource development in broader economic development, and its implications for economic welfare, there is little consensus on its effects–or even its desirability. This paper examines the issue of sustainability in the context of non-renewable mineral resources which, we argue, is entwined with the mineral extraction industry‘s “boom-bust” and “resource curse” images. We present a standard Solow-style economic growth model that integrates mineral endowment and uses the model to examine the mineral blessing or curse question empirically with a cross-section of countries. The model is tested using several econometric techniques that generally support the mineral blessing hypothesis. On the question of sustainability, we contrast the applicability of the concept in the contexts of renewable and non-renewable resource development. In the former case, the concept of sustainable yield is relatively straightforward. In the latter, the concept is much more difficult to apply. Sustainable development of non-renewable resources depends on factors beyond physical rates of production, such as governance and investment in human and physical capital.","Volume 58, Pages 1-314 (October 2018)",October 2018,https://www.sciencedirect.com/journal/resources-policy/vol/58/suppl/C,1
This paper examines the impact of oil shocks on precious metal returns using structural vector autoregression (SVAR) model proposed by Kilian and Park (2009). We capture variability in the effects through rolling window impulse response functions and by extending the dynamic connectedness approach of Diebold and Yilmaz (2014) using structural forecast error variance decomposition. We report time varying effect of disintegrated structural oil shocks on precious metal returns with a significant increase during the global financial crisis period of 2008–09. Our results also indicate that the aggregate demand shocks have most significant spillover effect on the precious metals except gold. We also report that oil specific demand shocks have highest impact on gold during the financial crisis and palladium having possible hedging opportunities against oil price movement. These findings have important investment implications for individual and institutional investors.,"Volume 58, Pages 1-314 (October 2018)",October 2018,https://www.sciencedirect.com/journal/resources-policy/vol/58/suppl/C,1
"This study theoretically and empirically examines how resource prices are affected when firms in resource-importing countries acquire mineral resources. The study's theoretical examination considers a simple, two-period model that demonstrates how firms acquiring mineral resources may raise either present or future resource prices. This finding implies that resource consumption in either period may decline. Strategic behavior of resource-mining firms, demand for final goods, and extraction costs play key roles in this examination. Using a dynamic panel model with oil price data, the study's empirical portion estimates how acquiring resources affects the price of oil. Results demonstrate that prices in the present period rise, and prices in future periods decline.","Volume 58, Pages 1-314 (October 2018)",October 2018,https://www.sciencedirect.com/journal/resources-policy/vol/58/suppl/C,1
"This study is the first to investigate the volume-volatility relationship for the five most actively traded industrial metal futures contracts of the London Metal Exchange (LME). Based on intraday data of 3-month futures on aluminum, copper, lead, nickel and zinc, it is found that both trading volume and trading frequency are highly relevant. The information content of these variables is not entirely overlapping, with volume being slightly more informative. The series of trading activity variables are decomposed into expected and unexpected components using a rolling window approach. Both anticipated and unanticipated developments appear to be significantly related to volatility. Positive shocks in trading volume and negative shocks in the trading frequency seem to be the dominant factors. Trading volume and number of transactions significantly affect both negative and positive realized semivariance, uncovering further asymmetric facets of the volatility-volume relationship.","Volume 58, Pages 1-314 (October 2018)",October 2018,https://www.sciencedirect.com/journal/resources-policy/vol/58/suppl/C,1
